country,field,year,estimated_investment,complete
Finland,Media and Entertainment,2018,5,True
Finland,Transportation,2023,24,True
Greece,Hardware,2019,4,True
Croatia,Transportation,2015,0,True
Croatia,"Sales, retail, commerce, marketing",2019,0,True
Hungary,Robotics,2018,4,True
Hungary,Professional services,2014,0,True
Indonesia,Healthcare and Life Sciences,2018,0,True
India,"Military, public safety and government",2018,28,True
Ireland,"Military, public safety and government",2018,2,True
Israel,Speech Recognition,2024,5,False
Italy,NLP,2015,0,True
Italy,Gaming,2023,0,True
Italy,Navigation and mapping,2019,97,True
Italy,Education,2020,1,True
Jordan,Information Technology,2019,1,True
Jordan,"Mobile, platforms & Internet services",2016,0,True
Jordan,Data and analytics,2018,0,True
Japan,Lending and Investments,2024,14,False
South Korea,Gaming,2019,1,True
South Korea,Cyber Security,2019,3,True
South Korea,Energy and natural resources,2019,1,True
Lebanon,Software,2021,0,True
Sri Lanka,Data and analytics,2022,0,True
Sri Lanka,Agriculture,2018,0,True
Luxembourg,General purpose,2018,7,True
Mexico,Professional services,2023,26,True
Mexico,Biotechnology,2014,0,True
Mexico,Telecommunications,2016,0,True
Mauritius,Lending and Investments,2019,2,True
Mauritius,All,2016,1,True
Malaysia,Finance,2018,0,True
Nigeria,Education,2019,0,True
Nigeria,"Sales, retail, commerce, marketing",2021,1,True
Norway,Other,2019,0,True
Norway,"Military, public safety and government",2022,0,True
Norway,Gaming,2021,0,True
New Zealand,"Mobile, platforms & Internet services",2021,3,True
New Zealand,Privacy and Security,2021,5,True
New Zealand,Agriculture,2021,0,True
Oman,Software,2021,0,True
Pakistan,All,2016,0,True
Philippines,Information Technology,2016,0,True
Poland,Transportation,2021,20,True
Portugal,Real estate,2015,0,True
Portugal,Transportation,2021,8,True
Portugal,Biotechnology,2021,4,True
Romania,Robotics,2021,0,True
Romania,Computer Vision,2019,0,True
Romania,"Mobile, platforms & Internet services",2021,7,True
Russia,Healthcare and Life Sciences,2018,5,True
Russia,Hardware,2024,0,False
Russia,Professional services,2021,1,True
Saudi Arabia,NLP,2019,1,True
Saudi Arabia,Media and Entertainment,2018,0,True
Saudi Arabia,Consumer goods,2016,2,True
Singapore,Telecommunications,2018,6,True
Singapore,Sports,2022,2,True
Serbia,Computer Vision,2022,0,True
Serbia,Software,2022,0,True
Serbia,Hardware,2022,0,True
Slovenia,Privacy and Security,2018,0,True
Slovenia,Transportation,2014,0,True
Slovenia,Transportation,2017,0,True
Sweden,Education,2023,0,True
Seychelles,Information Technology,2015,0,True
Trinidad and Tobago,Data and analytics,2024,2,False
Taiwan,Community and Lifestyle,2015,10,True
Taiwan,Finance,2017,4,True
Taiwan,Agriculture,2022,1,True
Ukraine,Simulation,2015,0,True
Ukraine,Manufacturing,2023,2,True
Ukraine,"Sales, retail, commerce, marketing",2019,4,True
Venezuela,General purpose,2014,0,True
South Africa,Media and Entertainment,2021,0,True
Australia,Software,2017,29,True
Australia,All,2016,78,True
Australia,"Mobile, platforms & Internet services",2023,153,True
Australia,Transportation,2014,0,True
Australia,Consumer goods,2019,3,True
Austria,All,2016,5,True
Austria,All,2017,14,True
Belgium,General purpose,2021,712,True
Belgium,General purpose,2022,155,True
Brazil,Finance,2014,1,True
Brazil,Finance,2024,23,False
Brazil,"Mobile, platforms & Internet services",2015,27,True
Brazil,General purpose,2024,112,False
Brazil,Information Technology,2024,333,False
Brazil,Data and analytics,2020,385,True
Canada,Finance,2021,204,True
Canada,Data and analytics,2016,734,True
Canada,Hardware,2022,2921,True
Canada,Software,2020,1257,True
Canada,Software,2024,1493,False
China (mainland),Real estate,2019,27,True
China (mainland),Community and Lifestyle,2016,28,True
China (mainland),Consumer goods,2023,377,True
China (mainland),"Mobile, platforms & Internet services",2015,330,True
China (mainland),Data and analytics,2015,465,True
Colombia,All,2023,10,True
Czechia,Data and analytics,2020,45,True
Czechia,Software,2017,6,True
Germany,All,2021,3599,True
Germany,Transportation,2023,648,True
Germany,Lending and Investments,2017,120,True
Spain,Information Technology,2015,14,True
Spain,Media and Entertainment,2015,1,True
Spain,Transportation,2021,5,True
Spain,Transportation,2022,16,True
Estonia,Other,2019,6,True
Estonia,Software,2022,50,True
Finland,General purpose,2019,1396,True
France,Transportation,2019,41,True
United Kingdom,Navigation and mapping,2016,0,True
United Kingdom,Navigation and mapping,2017,7,True
United Kingdom,Navigation and mapping,2024,5,False
United Kingdom,Media and Entertainment,2017,85,True
United Kingdom,Data and analytics,2018,1016,True
United Kingdom,Consumer goods,2023,71,True
United Kingdom,Software,2014,739,True
United Kingdom,Software,2017,733,True
Greece,Software,2015,0,True
Hungary,Data and analytics,2022,34,True
India,Agriculture,2014,1,True
India,Lending and Investments,2014,0,True
India,Real estate,2021,6,True
Ireland,Information Technology,2023,97,True
Iceland,Software,2021,3,True
Israel,Professional services,2015,8,True
Israel,Transportation,2016,19,True
Israel,Other,2017,26,True
Israel,Community and Lifestyle,2014,12,True
Israel,Community and Lifestyle,2017,17,True
Israel,Information Technology,2023,498,True
Italy,Software,2024,72,False
Japan,Community and Lifestyle,2015,3,True
Japan,Finance,2020,97,True
South Korea,Software,2019,333,True
South Korea,Software,2021,4316,True
Mexico,All,2020,42,True
Mexico,Data and analytics,2024,9,False
Mexico,Software,2014,2,True
Netherlands,Hardware,2024,110,False
Netherlands,"Mobile, platforms & Internet services",2019,17,True
Netherlands,Healthcare and Life Sciences,2021,37,True
Netherlands,Finance,2016,30,True
Norway,General purpose,2022,150,True
New Zealand,General purpose,2020,76,True
New Zealand,Software,2023,16,True
Poland,Information Technology,2023,62,True
Poland,Data and analytics,2024,40,False
Portugal,Software,2014,5,True
Russia,Information Technology,2019,10,True
Saudi Arabia,"Mobile, platforms & Internet services",2015,1,True
Singapore,Privacy and Security,2019,32,True
Singapore,Healthcare and Life Sciences,2020,31,True
Singapore,Hardware,2023,129,True
Singapore,General purpose,2017,272,True
Sweden,Data and analytics,2014,17,True
Sweden,"Sales, retail, commerce, marketing",2018,33,True
Sweden,Healthcare and Life Sciences,2018,6,True
Turkey,Information Technology,2014,0,True
Taiwan,Software,2017,12,True
Taiwan,General purpose,2024,53,False
United States,Sports,2018,373,True
United States,Education,2016,721,True
United States,Simulation,2021,250,True
United States,Robotics,2022,1409,True
United States,Robotics,2023,1619,True
United States,Energy and natural resources,2021,1989,True
United States,Semiconductor,2017,53,True
United States,Finance,2021,13495,True
United States,All,2023,87318,True
United States,General purpose,2022,47326,True
United States,Cyber Security,2016,225,True
Brazil,Other,2015,2,True
Argentina,All,2023,486,True
Austria,Energy and natural resources,2021,65,True
Lithuania,All,2014,0,True
Romania,Software,2019,3,True
Sweden,Biotechnology,2022,3,True
United Arab Emirates,Professional services,2019,5,True
Austria,Healthcare and Life Sciences,2023,26,True
Brazil,Consumer goods,2019,1,True
Switzerland,Finance,2023,4,True
China (mainland),Energy and natural resources,2021,92,True
Germany,Biotechnology,2023,36,True
Germany,Agriculture,2024,7,False
Spain,Real estate,2019,12,True
Spain,Real estate,2022,56,True
Finland,Other,2019,2,True
France,Cyber Security,2016,1,True
France,Cyber Security,2022,9,True
India,Energy and natural resources,2024,52,False
South Korea,Biotechnology,2019,23,True
Netherlands,Energy and natural resources,2018,1,True
Saudi Arabia,General purpose,2023,5,True
Saudi Arabia,"Sales, retail, commerce, marketing",2021,28,True
Sweden,Energy and natural resources,2018,0,True
Turkey,"Sales, retail, commerce, marketing",2023,5,True
Taiwan,"Sales, retail, commerce, marketing",2023,0,True
France,NLP,2018,4,True
Switzerland,Real estate,2018,6,True
Hungary,Biotechnology,2018,0,True
India,Sports,2019,0,True
Singapore,Energy and natural resources,2015,8,True
Singapore,Manufacturing,2020,33,True
Bosnia and Herzegovina,"Sales, retail, commerce, marketing",2016,0,True
United Arab Emirates,"Sales, retail, commerce, marketing",2019,11,True
Switzerland,Community and Lifestyle,2020,3,True
Czechia,Other,2024,1,False
Egypt,All,2024,12,False
Indonesia,Other,2020,2,True
Kenya,Software,2017,3,True
Nigeria,General purpose,2020,2,True
Nigeria,Software,2021,2,True
Romania,Data and analytics,2023,3,True
Italy,Other,2022,1,True
Sri Lanka,Information Technology,2018,0,True
Nigeria,Information Technology,2024,3,False
Norway,Professional services,2018,8,True
Norway,"Sales, retail, commerce, marketing",2018,2,True
Norway,"Sales, retail, commerce, marketing",2019,176,True
Guatemala,All,2019,5,True
United Arab Emirates,Media and Entertainment,2021,1,True
Thailand,Healthcare and Life Sciences,2021,4,True
El Salvador,All,2020,0,True
Bahrain,Biotechnology,2022,0,True
Dominican Republic,Data and analytics,2021,0,True
Saint Kitts and Nevis,Consumer goods,2021,0,True
Azerbaijan,Education,2022,0,True
Sri Lanka,Cyber Security,2023,0,True
Tajikistan,Software,2022,0,True
Tajikistan,Software,2024,1,False
Ethiopia,General purpose,2023,0,True
Côte d'Ivoire,Data and analytics,2023,0,True
Armenia,Finance,2024,0,False
Uzbekistan,Transportation,2024,0,False
Albania,"Sales, retail, commerce, marketing",2016,2,True
United Arab Emirates,NLP,2022,0,True
United Arab Emirates,Lending and Investments,2019,6,True
Argentina,Education,2021,0,True
Australia,Sports,2018,0,True
Belgium,Consumer goods,2022,0,True
Belgium,NLP,2022,2,True
Belgium,Energy and natural resources,2022,118,True
Bangladesh,"Mobile, platforms & Internet services",2020,0,True
Bulgaria,General purpose,2023,4,True
Bulgaria,"Mobile, platforms & Internet services",2023,2,True
Bermuda,Data and analytics,2017,11,True
Brazil,Privacy and Security,2020,68,True
Brazil,Robotics,2022,0,True
Canada,Speech Recognition,2019,1,True
Chile,Healthcare and Life Sciences,2017,3,True
Cyprus,General purpose,2020,14,True
Czechia,Media and Entertainment,2014,0,True
Germany,Simulation,2024,1,False
Denmark,Community and Lifestyle,2017,0,True
Denmark,Community and Lifestyle,2019,0,True
Denmark,Consumer goods,2015,2,True
Denmark,Education,2017,2,True
Dominican Republic,All,2023,0,True
Spain,Robotics,2015,0,True
Estonia,Education,2020,0,True
Finland,Manufacturing,2022,2,True
Finland,Finance,2022,1334,True
Finland,Robotics,2022,0,True
Finland,Transportation,2022,580,True
Ghana,Software,2024,3,False
Greece,Information Technology,2019,0,True
Croatia,Information Technology,2024,1,False
Hungary,Education,2023,1,True
Hungary,"Sales, retail, commerce, marketing",2019,1,True
Hungary,NLP,2020,1,True
Hungary,Transportation,2022,4,True
Hungary,Community and Lifestyle,2021,0,True
Indonesia,Biotechnology,2021,14,True
India,Biotechnology,2022,6,True
India,Facial Recognition,2023,1,True
Ireland,Consumer goods,2017,1,True
Ireland,Computer Vision,2014,0,True
Iceland,Professional services,2016,1,True
Iceland,Professional services,2017,0,True
Israel,Gaming,2019,3,True
Israel,Gaming,2022,34,True
Israel,Navigation and mapping,2015,32,True
Israel,Facial Recognition,2020,7,True
Italy,Gaming,2021,0,True
Italy,Privacy and Security,2024,3,False
Italy,Consumer goods,2015,1,True
Jordan,Data and analytics,2016,0,True
South Korea,Agriculture,2019,1,True
South Korea,Sports,2023,117,True
Lebanon,Energy and natural resources,2017,0,True
Lebanon,"Sales, retail, commerce, marketing",2016,0,True
Sri Lanka,General purpose,2022,0,True
Sri Lanka,Hardware,2023,0,True
Luxembourg,Software,2021,306,True
Luxembourg,Data and analytics,2016,0,True
Luxembourg,Energy and natural resources,2022,4,True
Luxembourg,"Mobile, platforms & Internet services",2020,412,True
Mexico,Consumer goods,2024,0,False
Mexico,Transportation,2016,0,True
Mexico,Other,2018,0,True
Malta,Other,2021,28,True
Malta,Gaming,2020,1,True
Mongolia,NLP,2021,0,True
Malaysia,Healthcare and Life Sciences,2023,1,True
Malaysia,Consumer goods,2021,2,True
Malaysia,Transportation,2020,9,True
Nigeria,Other,2019,0,True
Netherlands,Cyber Security,2016,5,True
Netherlands,Sports,2022,95,True
Netherlands,Gaming,2018,371,True
Norway,Agriculture,2024,1,False
Pakistan,Education,2018,0,True
Peru,General purpose,2021,1,True
Peru,Agriculture,2022,0,True
Poland,Energy and natural resources,2021,1,True
Poland,Consumer goods,2019,1,True
Puerto Rico,"Mobile, platforms & Internet services",2020,0,True
Russia,Facial Recognition,2018,1,True
Russia,Lending and Investments,2017,1,True
Saudi Arabia,Professional services,2022,42,True
Saudi Arabia,Navigation and mapping,2019,1,True
Serbia,Data and analytics,2023,0,True
Slovenia,Manufacturing,2016,0,True
Slovenia,Biotechnology,2017,0,True
Sweden,Sports,2021,2368,True
Sweden,Consumer goods,2021,2373,True
Sweden,Telecommunications,2021,0,True
Turkey,Transportation,2018,0,True
Taiwan,Privacy and Security,2019,3,True
Taiwan,NLP,2022,2,True
Taiwan,Telecommunications,2018,0,True
Ukraine,Information Technology,2024,3,False
Ukraine,General purpose,2015,0,True
Ukraine,General purpose,2021,4,True
Ukraine,Media and Entertainment,2020,2,True
Ukraine,Media and Entertainment,2022,0,True
Uruguay,Software,2020,2,True
South Africa,Manufacturing,2019,126,True
South Africa,Real estate,2023,1,True
South Africa,Other,2018,0,True
South Africa,Other,2021,3,True
South Africa,Consumer goods,2019,2,True
Zimbabwe,Healthcare and Life Sciences,2020,0,True
Zimbabwe,General purpose,2019,0,True
Switzerland,Agriculture,2016,2,True
Sweden,Media and Entertainment,2022,3,True
Australia,All,2018,173,True
Austria,General purpose,2016,4,True
Belgium,General purpose,2019,106,True
Brazil,Hardware,2022,13,True
Brazil,Agriculture,2014,4,True
Brazil,Software,2016,13,True
Brazil,Software,2023,160,True
Brazil,"Sales, retail, commerce, marketing",2022,335,True
Canada,Agriculture,2023,32,True
Canada,Finance,2024,88,False
Canada,Data and analytics,2018,924,True
Canada,Community and Lifestyle,2016,76,True
Canada,Energy and natural resources,2023,67,True
Canada,NLP,2015,9,True
Canada,NLP,2024,226,False
Canada,Media and Entertainment,2016,203,True
Canada,General purpose,2022,12166,True
Canada,Real estate,2020,57,True
Switzerland,Software,2018,587,True
Switzerland,Software,2021,582,True
Switzerland,Hardware,2024,173,False
Switzerland,All,2021,1033,True
China (mainland),Privacy and Security,2021,189,True
China (mainland),Other,2019,329,True
China (mainland),General purpose,2020,3359,True
China (mainland),Consumer goods,2024,229,False
China (mainland),Biotechnology,2023,128,True
Colombia,Data and analytics,2019,2,True
Colombia,All,2021,17,True
Cyprus,Software,2022,3,True
Cyprus,Data and analytics,2021,19,True
Germany,Software,2023,2525,True
