country,field,year,num_patent_applications,complete
France,Business,2019,14,True
France,Personal Devices and Computing,2017,41,True
United Kingdom,Industry and Manufacturing,2014,3,True
United Kingdom,Security,2022,27,False
United Kingdom,Security,2023,7,False
Hong Kong,All,2019,1,True
Hong Kong,Physical Sciences and Engineering,2019,0,True
Croatia,Telecommunications,2018,1,True
Hungary,Telecommunications,2015,0,True
Hungary,Telecommunications,2022,0,False
Israel,Life Sciences,2014,0,True
India,Business,2016,38,True
India,Business,2022,0,False
Jordan,All,2017,1,True
Jordan,Security,2021,1,False
Japan,Transportation,2018,431,True
Japan,Banking and Finance,2016,33,True
Japan,Telecommunications,2014,52,True
South Korea,All,2022,5340,False
South Korea,Banking and Finance,2018,117,True
South Korea,Industry and Manufacturing,2017,153,True
South Korea,Life Sciences,2019,910,True
Lithuania,All,2014,2,True
Luxembourg,Personal Devices and Computing,2021,9,False
Morocco,Energy Management,2021,0,False
Morocco,All,2016,3,True
Netherlands,Transportation,2022,1,False
Netherlands,All,2023,2,False
Netherlands,Banking and Finance,2014,0,True
Norway,Transportation,2021,0,False
Norway,Business,2014,0,True
Norway,Business,2022,0,False
Norway,Telecommunications,2020,1,False
Norway,All,2017,2,True
Norway,Life Sciences,2021,0,False
Peru,Security,2016,0,True
Poland,Industry and Manufacturing,2021,3,False
Poland,Business,2022,0,False
Poland,Personal Devices and Computing,2021,3,False
Portugal,Transportation,2014,0,True
Romania,Energy Management,2023,0,False
Romania,Business,2015,0,True
Russia,Personal Devices and Computing,2020,81,False
Russia,All,2020,189,False
Russia,Telecommunications,2018,31,True
Sweden,Personal Devices and Computing,2016,4,True
Sweden,Banking and Finance,2018,2,True
Singapore,Personal Devices and Computing,2019,78,True
Turkey,All,2014,2,True
United States,Physical Sciences and Engineering,2017,251,True
South Africa,Telecommunications,2023,0,False
Saudi Arabia,Life Sciences,2021,0,False
Croatia,Industry and Manufacturing,2019,0,True
Slovakia,Physical Sciences and Engineering,2015,0,True
Philippines,Security,2019,0,True
Czechia,Banking and Finance,2021,0,False
Bulgaria,Transportation,2019,0,True
Ukraine,Business,2015,0,True
Ukraine,Transportation,2018,0,True
Ukraine,Energy Management,2016,0,True
Ukraine,Energy Management,2021,0,False
South Africa,Transportation,2016,0,True
Ukraine,Industry and Manufacturing,2021,0,False
Hong Kong,Energy Management,2018,1,True
Ireland,Business,2016,0,True
Jordan,Business,2017,1,True
Jordan,Industry and Manufacturing,2017,1,True
Argentina,Transportation,2017,0,True
Austria,All,2019,6,True
Austria,Industry and Manufacturing,2018,0,True
Australia,Telecommunications,2014,11,True
Australia,Telecommunications,2018,89,True
Australia,Personal Devices and Computing,2022,39,False
Australia,Security,2018,39,True
Belgium,Business,2016,0,True
Belgium,Industry and Manufacturing,2020,0,False
Bulgaria,All,2019,3,True
Brazil,Personal Devices and Computing,2014,12,True
Brazil,Personal Devices and Computing,2016,25,True
Canada,Life Sciences,2017,141,True
Canada,Personal Devices and Computing,2023,1,False
Canada,Business,2019,123,True
Canada,Business,2020,143,False
Canada,Banking and Finance,2023,0,False
Switzerland,Industry and Manufacturing,2018,1,True
Chile,Transportation,2022,0,False
Chile,All,2023,1,False
China (mainland),Telecommunications,2019,3606,True
China (mainland),Security,2020,2299,False
China (mainland),Life Sciences,2021,5768,False
Colombia,Physical Sciences and Engineering,2022,1,False
Czechia,Transportation,2023,0,False
Czechia,Life Sciences,2020,1,False
Czechia,Telecommunications,2022,0,False
Germany,Physical Sciences and Engineering,2023,2,False
Germany,Industry and Manufacturing,2015,11,True
Germany,All,2017,405,True
Denmark,Business,2015,2,True
Denmark,All,2021,6,False
Spain,Physical Sciences and Engineering,2020,2,False
Spain,Transportation,2014,2,True
Spain,Transportation,2022,2,False
France,Telecommunications,2017,19,True
France,Physical Sciences and Engineering,2021,8,False
France,Banking and Finance,2016,4,True
United Kingdom,Industry and Manufacturing,2020,30,False
United Kingdom,Life Sciences,2022,55,False
United Kingdom,Telecommunications,2018,65,True
Hungary,Transportation,2020,0,False
Hungary,Personal Devices and Computing,2022,1,False
Hungary,Energy Management,2015,0,True
Ireland,Personal Devices and Computing,2018,0,True
Israel,Industry and Manufacturing,2021,1,False
India,Transportation,2021,0,False
Italy,Energy Management,2022,2,False
Italy,Banking and Finance,2015,0,True
Italy,Physical Sciences and Engineering,2021,10,False
Japan,Physical Sciences and Engineering,2023,2,False
Japan,Security,2020,124,False
Japan,Banking and Finance,2023,0,False
South Korea,Physical Sciences and Engineering,2017,81,True
South Korea,Telecommunications,2016,206,True
Lithuania,Energy Management,2018,1,True
Luxembourg,Energy Management,2023,5,False
Morocco,Transportation,2020,0,False
Morocco,Business,2016,0,True
Morocco,Industry and Manufacturing,2018,1,True
Mexico,Industry and Manufacturing,2023,0,False
Netherlands,Energy Management,2022,4,False
Norway,Personal Devices and Computing,2014,1,True
New Zealand,Transportation,2021,1,False
New Zealand,Energy Management,2016,1,True
New Zealand,Industry and Manufacturing,2021,0,False
Peru,Transportation,2021,0,False
Peru,All,2015,2,True
Peru,Energy Management,2021,0,False
Philippines,Transportation,2015,0,True
Portugal,Security,2019,0,True
Portugal,Business,2021,0,False
Portugal,All,2021,4,False
Romania,Business,2019,0,True
Sweden,Physical Sciences and Engineering,2015,1,True
Sweden,Personal Devices and Computing,2019,4,True
Singapore,Business,2018,26,True
Singapore,Life Sciences,2018,61,True
Slovenia,Life Sciences,2015,1,True
Slovenia,Life Sciences,2016,0,True
Tunisia,All,2022,1,False
Turkey,Industry and Manufacturing,2015,0,True
Turkey,Industry and Manufacturing,2017,1,True
Turkey,Personal Devices and Computing,2021,11,False
Turkey,Life Sciences,2014,0,True
United States,Physical Sciences and Engineering,2020,387,False
United States,Personal Devices and Computing,2017,5461,True
South Africa,Business,2021,0,False
South Africa,Security,2018,0,True
South Africa,Security,2020,0,False
Estonia,Personal Devices and Computing,2022,0,False
Panama,Banking and Finance,2016,0,True
Uruguay,Life Sciences,2020,0,False
Ireland,Physical Sciences and Engineering,2016,0,True
Philippines,Industry and Manufacturing,2018,0,True
Czechia,Banking and Finance,2020,0,False
Romania,Security,2023,0,False
Romania,Personal Devices and Computing,2021,0,False
Ukraine,Industry and Manufacturing,2022,0,False
"Moldova, Republic of",Personal Devices and Computing,2021,1,False
Argentina,All,2022,10,False
Argentina,Telecommunications,2021,2,False
Austria,Banking and Finance,2014,0,True
Australia,Energy Management,2021,54,False
Australia,Business,2015,31,True
Australia,Business,2018,67,True
Australia,Personal Devices and Computing,2023,1,False
Brazil,Industry and Manufacturing,2015,2,True
Brazil,Banking and Finance,2018,5,True
Brazil,Transportation,2021,4,False
Canada,Transportation,2016,50,True
Canada,Transportation,2017,51,True
Canada,Telecommunications,2015,28,True
Switzerland,Transportation,2020,0,False
Switzerland,Physical Sciences and Engineering,2022,0,False
Switzerland,Life Sciences,2015,1,True
Switzerland,All,2016,4,True
Switzerland,Industry and Manufacturing,2016,0,True
Chile,Transportation,2014,0,True
Chile,Transportation,2018,1,True
Chile,Telecommunications,2015,2,True
Chile,Industry and Manufacturing,2019,0,True
China (mainland),All,2019,43880,True
China (mainland),Telecommunications,2016,676,True
China (mainland),Security,2015,68,True
Czechia,Business,2022,0,False
Germany,Energy Management,2016,21,True
Germany,Transportation,2018,213,True
Germany,Life Sciences,2014,11,True
Denmark,Energy Management,2019,1,True
Spain,Telecommunications,2014,5,True
Spain,Physical Sciences and Engineering,2018,6,True
Spain,Business,2020,5,False
Spain,Life Sciences,2016,18,True
Finland,Banking and Finance,2021,2,False
Finland,Physical Sciences and Engineering,2018,3,True
France,All,2019,221,True
United Kingdom,Energy Management,2015,5,True
United Kingdom,All,2014,70,True
United Kingdom,Personal Devices and Computing,2015,41,True
Greece,Telecommunications,2014,0,True
Greece,Banking and Finance,2017,0,True
Hungary,Banking and Finance,2014,0,True
Hungary,All,2021,4,False
Ireland,All,2021,1,False
Israel,Banking and Finance,2014,0,True
Israel,Banking and Finance,2020,1,False
Israel,Transportation,2014,0,True
Israel,Transportation,2020,1,False
India,Banking and Finance,2020,0,False
Italy,Energy Management,2014,2,True
Italy,Life Sciences,2021,16,False
Japan,Transportation,2022,53,False
South Korea,Security,2015,15,True
Lithuania,Banking and Finance,2019,0,True
Lithuania,Physical Sciences and Engineering,2014,0,True
Luxembourg,Energy Management,2016,0,True
Luxembourg,Banking and Finance,2018,0,True
Morocco,Security,2016,1,True
Morocco,Energy Management,2015,0,True
Morocco,Physical Sciences and Engineering,2018,2,True
Morocco,Banking and Finance,2020,0,False
Mexico,Security,2021,5,False
Mexico,Energy Management,2014,1,True
Mexico,Physical Sciences and Engineering,2020,12,False
Malaysia,Personal Devices and Computing,2016,4,True
Netherlands,Personal Devices and Computing,2014,1,True
Netherlands,Transportation,2019,1,True
Netherlands,Life Sciences,2017,3,True
Netherlands,Energy Management,2015,0,True
Norway,All,2016,3,True
Norway,Life Sciences,2018,0,True
New Zealand,Security,2014,0,True
New Zealand,Banking and Finance,2014,0,True
Peru,Business,2021,1,False
Philippines,Personal Devices and Computing,2017,1,True
Portugal,Energy Management,2016,0,True
Portugal,All,2018,11,True
Portugal,Transportation,2021,0,False
Romania,Energy Management,2022,1,False
Romania,All,2017,5,True
Serbia,Banking and Finance,2019,0,True
Sweden,Energy Management,2019,3,True
Singapore,Energy Management,2019,1,True
Turkey,Telecommunications,2019,5,True
Turkey,Physical Sciences and Engineering,2022,0,False
Taiwan,Physical Sciences and Engineering,2019,11,True
Taiwan,Physical Sciences and Engineering,2020,9,False
Ukraine,All,2016,4,True
United States,Telecommunications,2015,889,True
United States,Energy Management,2018,261,True
South Africa,Banking and Finance,2017,1,True
South Africa,Banking and Finance,2019,0,True
"Moldova, Republic of",Energy Management,2021,0,False
Panama,Security,2016,0,True
Jordan,Energy Management,2017,0,True
Slovakia,Personal Devices and Computing,2021,0,False
Slovakia,Banking and Finance,2021,0,False
Slovakia,Transportation,2020,0,False
Philippines,Energy Management,2015,0,True
Bulgaria,Security,2018,0,True
Bulgaria,Industry and Manufacturing,2020,0,False
Bulgaria,Personal Devices and Computing,2021,0,False
Bulgaria,Banking and Finance,2018,0,True
Romania,Personal Devices and Computing,2019,0,True
Ukraine,Transportation,2019,0,True
Serbia,Physical Sciences and Engineering,2022,0,False
Serbia,Telecommunications,2016,0,True
Serbia,Life Sciences,2017,0,True
Hong Kong,Security,2019,0,True
Jordan,Industry and Manufacturing,2021,1,False
Uruguay,Industry and Manufacturing,2020,1,False
Argentina,All,2017,1,True
Argentina,Telecommunications,2018,0,True
Argentina,Transportation,2021,0,False
Austria,Energy Management,2014,0,True
Austria,Telecommunications,2016,2,True
Austria,Telecommunications,2019,0,True
Australia,Industry and Manufacturing,2021,70,False
Australia,All,2022,190,False
Australia,Personal Devices and Computing,2014,40,True
Belgium,Telecommunications,2017,0,True
Brazil,Telecommunications,2014,3,True
Canada,Life Sciences,2021,320,False
Switzerland,Business,2019,0,True
Switzerland,Life Sciences,2021,1,False
Switzerland,Industry and Manufacturing,2022,0,False
Chile,Telecommunications,2019,0,True
Chile,Telecommunications,2021,1,False
Chile,Security,2022,0,False
Chile,Industry and Manufacturing,2023,0,False
China (mainland),All,2023,93369,False
China (mainland),Energy Management,2015,219,True
China (mainland),Energy Management,2023,7100,False
Colombia,Telecommunications,2017,0,True
Colombia,Telecommunications,2022,1,False
Czechia,All,2022,1,False
Czechia,Industry and Manufacturing,2021,0,False
Germany,Physical Sciences and Engineering,2015,1,True
Denmark,Telecommunications,2014,2,True
Denmark,All,2016,15,True
Spain,Industry and Manufacturing,2018,13,True
Spain,Business,2021,3,False
Finland,Telecommunications,2019,9,True
France,All,2020,282,False
France,Personal Devices and Computing,2021,60,False
United Kingdom,Industry and Manufacturing,2015,1,True
United Kingdom,Banking and Finance,2024,0,False
United Kingdom,Life Sciences,2020,86,False
United Kingdom,All,2017,276,True
Greece,Business,2021,2,False
Hong Kong,Telecommunications,2016,3,True
Hungary,Banking and Finance,2022,0,False
Hungary,Telecommunications,2014,1,True
Israel,Industry and Manufacturing,2016,1,True
Israel,Industry and Manufacturing,2022,1,False
Israel,Business,2021,3,False
India,Telecommunications,2016,28,True
India,All,2018,270,True
India,Business,2017,60,True
India,Business,2021,0,False
India,Life Sciences,2021,1,False
Italy,All,2017,29,True
Italy,Business,2017,3,True
Japan,All,2020,4266,False
South Korea,Energy Management,2018,212,True
Lithuania,Energy Management,2017,0,True
Lithuania,Personal Devices and Computing,2015,2,True
Luxembourg,Energy Management,2017,0,True
Luxembourg,Telecommunications,2018,1,True
Morocco,All,2014,3,True
Morocco,All,2019,7,True
Morocco,Industry and Manufacturing,2019,0,True
Mexico,Transportation,2019,7,True
Mexico,Banking and Finance,2018,3,True
Malaysia,Security,2020,0,False
Netherlands,Security,2022,0,False
Norway,Transportation,2016,0,True
Norway,Transportation,2022,1,False
New Zealand,Telecommunications,2020,1,False
Peru,Telecommunications,2021,1,False
Peru,Physical Sciences and Engineering,2015,1,True
Peru,Physical Sciences and Engineering,2020,4,False
Peru,Physical Sciences and Engineering,2022,0,False
Philippines,Business,2015,0,True
Portugal,Physical Sciences and Engineering,2014,0,True
Serbia,Business,2020,0,False
Serbia,Transportation,2020,0,False
Russia,Physical Sciences and Engineering,2019,8,True
Russia,Energy Management,2019,0,True
Russia,All,2014,83,True
Russia,Telecommunications,2014,7,True
Sweden,Banking and Finance,2015,0,True
Sweden,All,2022,16,False
Sweden,Life Sciences,2023,0,False
Singapore,Banking and Finance,2020,3,False
Singapore,Energy Management,2015,1,True
Singapore,Security,2015,2,True
Slovenia,Banking and Finance,2022,0,False
