country,field,year,num_patent_granted,complete
Greece,Business,2016,1,True
Japan,Personal Devices and Computing,2018,1158,False
South Korea,Industry and Manufacturing,2020,332,False
South Korea,Energy Management,2019,285,False
South Korea,Business,2014,24,True
Netherlands,Telecommunications,2023,1,False
Netherlands,Physical Sciences and Engineering,2014,0,True
Taiwan,All,2020,514,False
Taiwan,Transportation,2019,7,False
Taiwan,Banking and Finance,2023,0,False
United States,Life Sciences,2018,1374,False
China (mainland),Business,2015,86,True
China (mainland),Transportation,2015,104,True
China (mainland),Energy Management,2015,131,True
China (mainland),Personal Devices and Computing,2016,1954,True
Ukraine,All,2023,2,False
Ukraine,Personal Devices and Computing,2016,0,True
Serbia,Business,2014,0,True
South Africa,Personal Devices and Computing,2018,1,False
Switzerland,Industry and Manufacturing,2016,0,True
Switzerland,Energy Management,2014,0,True
Philippines,Industry and Manufacturing,2020,0,False
Peru,Industry and Manufacturing,2020,1,False
Slovenia,Industry and Manufacturing,2015,1,True
Slovenia,Physical Sciences and Engineering,2016,0,True
Bulgaria,Telecommunications,2015,0,True
Bulgaria,Transportation,2022,0,False
Bulgaria,Industry and Manufacturing,2018,0,False
Bulgaria,Business,2023,0,False
Bulgaria,Banking and Finance,2020,0,False
Bulgaria,All,2018,4,False
Chile,Transportation,2015,0,True
Croatia,Security,2019,0,False
Norway,All,2018,4,False
Norway,Life Sciences,2020,1,False
Luxembourg,All,2023,39,False
Czechia,Energy Management,2018,0,False
Saudi Arabia,Transportation,2021,0,False
Turkey,Industry and Manufacturing,2018,0,False
Hungary,Banking and Finance,2018,0,False
India,Energy Management,2019,0,False
Italy,Personal Devices and Computing,2017,5,True
Italy,Industry and Manufacturing,2020,3,False
Mexico,Security,2019,3,False
Mexico,Transportation,2020,5,False
Malaysia,Personal Devices and Computing,2014,4,True
New Zealand,Personal Devices and Computing,2016,0,True
Russia,Security,2019,17,False
Russia,Transportation,2021,5,False
Singapore,Transportation,2017,7,True
Singapore,Industry and Manufacturing,2019,3,False
Austria,Business,2015,0,True
Austria,Life Sciences,2014,1,True
Denmark,Banking and Finance,2021,0,False
Denmark,Industry and Manufacturing,2016,2,True
Finland,Physical Sciences and Engineering,2017,0,True
Finland,Industry and Manufacturing,2019,4,False
Finland,Telecommunications,2021,9,False
Israel,All,2017,14,True
Israel,Security,2018,0,False
Israel,Banking and Finance,2019,0,False
Poland,Transportation,2018,1,False
Portugal,Security,2020,0,False
Sweden,Transportation,2016,3,True
Sweden,Energy Management,2015,0,True
Australia,Transportation,2014,5,True
Australia,Transportation,2022,0,False
Australia,All,2023,2,False
Australia,Energy Management,2017,8,True
Australia,Energy Management,2020,27,False
Germany,Telecommunications,2014,3,True
Germany,Energy Management,2019,20,False
Spain,Business,2023,0,False
Spain,Energy Management,2018,3,False
Spain,Life Sciences,2015,16,True
France,Energy Management,2018,5,False
France,All,2016,53,True
France,All,2018,153,False
United Kingdom,Banking and Finance,2014,2,True
Greece,Energy Management,2023,0,False
Greece,Telecommunications,2020,0,False
Greece,Industry and Manufacturing,2016,0,True
Japan,Telecommunications,2020,325,False
Japan,All,2019,3354,False
South Korea,Industry and Manufacturing,2021,257,False
South Korea,Life Sciences,2016,132,True
South Korea,All,2015,378,True
South Korea,All,2022,2499,False
Netherlands,Telecommunications,2022,4,False
United States,All,2022,1228,False
United States,Personal Devices and Computing,2020,5853,False
China (mainland),Banking and Finance,2017,155,True
China (mainland),Personal Devices and Computing,2015,623,True
Lithuania,Industry and Manufacturing,2020,0,False
Lithuania,Banking and Finance,2022,0,False
Serbia,All,2017,1,True
Serbia,Life Sciences,2014,0,True
South Africa,Transportation,2023,0,False
Switzerland,Life Sciences,2020,0,False
Switzerland,Energy Management,2020,0,False
Romania,Energy Management,2017,0,True
Philippines,Banking and Finance,2017,0,True
Peru,Business,2022,0,False
Peru,Banking and Finance,2022,0,False
Bulgaria,Security,2021,0,False
Slovakia,Life Sciences,2021,0,False
Slovakia,All,2021,1,False
Kenya,Physical Sciences and Engineering,2016,0,True
Sri Lanka,Energy Management,2016,0,True
Sri Lanka,Banking and Finance,2016,0,True
Hong Kong,All,2016,3,True
Hong Kong,Security,2018,1,False
Luxembourg,Life Sciences,2022,6,False
Luxembourg,Business,2023,9,False
Luxembourg,Telecommunications,2019,4,False
Luxembourg,Security,2019,2,False
Luxembourg,Security,2022,6,False
Luxembourg,Transportation,2023,2,False
Czechia,Energy Management,2021,0,False
Czechia,Transportation,2017,0,True
Czechia,Life Sciences,2021,1,False
Czechia,Physical Sciences and Engineering,2018,0,False
Czechia,Industry and Manufacturing,2019,0,False
Argentina,Life Sciences,2017,0,True
Latvia,Industry and Manufacturing,2020,0,False
Jordan,Banking and Finance,2021,0,False
Turkey,Industry and Manufacturing,2015,0,True
Turkey,Transportation,2018,0,False
Morocco,Telecommunications,2014,0,True
Morocco,Telecommunications,2020,0,False
Morocco,Physical Sciences and Engineering,2017,0,True
Morocco,Physical Sciences and Engineering,2018,1,False
Morocco,Security,2016,1,True
Morocco,Business,2014,0,True
Brazil,Physical Sciences and Engineering,2021,3,False
Brazil,Security,2017,2,True
Brazil,Personal Devices and Computing,2019,48,False
Hungary,Business,2020,0,False
Hungary,Security,2019,1,False
India,Banking and Finance,2017,11,True
Mexico,Industry and Manufacturing,2015,3,True
Mexico,Business,2019,16,False
Malaysia,Telecommunications,2014,1,True
Malaysia,Telecommunications,2019,0,False
Malaysia,All,2018,9,False
Malaysia,Life Sciences,2019,0,False
Russia,Industry and Manufacturing,2020,7,False
Austria,Banking and Finance,2021,1,False
Austria,Business,2014,0,True
Canada,Banking and Finance,2015,15,True
Canada,Telecommunications,2019,95,False
Canada,Telecommunications,2020,66,False
Finland,Transportation,2018,0,False
Finland,Industry and Manufacturing,2021,0,False
Finland,Business,2014,0,True
Finland,Security,2014,0,True
Israel,All,2022,2,False
Israel,Security,2016,1,True
Israel,Energy Management,2014,0,True
Israel,Energy Management,2022,0,False
Israel,Telecommunications,2022,0,False
Poland,Business,2016,0,True
Portugal,Personal Devices and Computing,2019,3,False
Portugal,Transportation,2015,1,True
Portugal,Business,2022,0,False
Sweden,Transportation,2020,1,False
Sweden,Banking and Finance,2020,0,False
Australia,Transportation,2019,23,False
Germany,Personal Devices and Computing,2014,6,True
Spain,Business,2014,0,True
Spain,Physical Sciences and Engineering,2018,5,False
Spain,Life Sciences,2020,8,False
Spain,All,2017,63,True
France,Physical Sciences and Engineering,2016,3,True
France,Telecommunications,2017,15,True
France,All,2014,30,True
United Kingdom,Physical Sciences and Engineering,2015,10,True
United Kingdom,Business,2019,19,False
United Kingdom,Life Sciences,2017,33,True
Greece,Transportation,2018,0,False
Greece,Energy Management,2014,0,True
Japan,Energy Management,2022,19,False
Japan,Business,2020,159,False
South Korea,Industry and Manufacturing,2016,51,True
South Korea,Transportation,2015,75,True
South Korea,Security,2023,1,False
Netherlands,Personal Devices and Computing,2014,1,True
Taiwan,Transportation,2016,5,True
United States,Business,2020,1396,False
United States,Physical Sciences and Engineering,2014,65,True
China (mainland),Telecommunications,2014,84,True
Ukraine,Personal Devices and Computing,2021,0,False
Serbia,Physical Sciences and Engineering,2014,0,True
Serbia,All,2015,1,True
South Africa,Physical Sciences and Engineering,2014,0,True
South Africa,Physical Sciences and Engineering,2020,0,False
South Africa,Banking and Finance,2023,0,False
Romania,Physical Sciences and Engineering,2019,0,False
Peru,All,2019,2,False
Bulgaria,Energy Management,2017,0,True
Bulgaria,Life Sciences,2019,0,False
Bulgaria,All,2020,10,False
Chile,Security,2015,0,True
Croatia,Physical Sciences and Engineering,2018,0,False
Slovakia,Transportation,2015,0,True
Indonesia,Physical Sciences and Engineering,2016,0,True
Indonesia,Security,2016,0,True
Norway,Security,2021,0,False
Luxembourg,Transportation,2021,0,False
Belgium,Life Sciences,2017,0,True
Belgium,Telecommunications,2021,1,False
Belgium,Telecommunications,2023,0,False
Czechia,Banking and Finance,2023,0,False
Czechia,Energy Management,2022,0,False
Turkey,Energy Management,2015,0,True
Morocco,Transportation,2015,0,True
Morocco,Security,2019,1,False
Brazil,Banking and Finance,2015,1,True
Hungary,Energy Management,2020,0,False
Hungary,Personal Devices and Computing,2014,0,True
Hungary,All,2021,2,False
Hungary,Physical Sciences and Engineering,2015,0,True
India,Personal Devices and Computing,2019,6,False
India,Life Sciences,2021,1,False
India,All,2016,111,True
Mexico,Personal Devices and Computing,2017,20,True
Malaysia,Security,2016,2,True
Malaysia,Business,2018,1,False
New Zealand,Industry and Manufacturing,2020,0,False
Russia,Personal Devices and Computing,2014,24,True
Russia,Industry and Manufacturing,2018,7,False
Singapore,Energy Management,2020,0,False
Singapore,Industry and Manufacturing,2016,2,True
Singapore,Physical Sciences and Engineering,2020,0,False
Austria,Banking and Finance,2018,0,False
Austria,Transportation,2019,3,False
Canada,Transportation,2018,52,False
Canada,Energy Management,2017,12,True
Canada,Energy Management,2018,17,False
Denmark,Industry and Manufacturing,2015,2,True
Denmark,All,2022,3,False
Denmark,Life Sciences,2017,10,True
Finland,Security,2016,0,True
Israel,Business,2022,0,False
Poland,Telecommunications,2018,5,False
Poland,Energy Management,2018,1,False
Portugal,Personal Devices and Computing,2021,1,False
Portugal,Transportation,2019,0,False
Sweden,Transportation,2022,0,False
Sweden,Industry and Manufacturing,2015,0,True
Sweden,Industry and Manufacturing,2018,3,False
Australia,Transportation,2018,40,False
Australia,Telecommunications,2022,5,False
Australia,Energy Management,2015,3,True
Germany,Life Sciences,2016,31,True
Germany,Telecommunications,2016,26,True
Germany,Energy Management,2014,5,True
Spain,All,2021,30,False
Spain,Personal Devices and Computing,2015,14,True
France,Energy Management,2014,4,True
France,Energy Management,2016,3,True
France,Banking and Finance,2015,1,True
France,Banking and Finance,2019,12,False
United Kingdom,Physical Sciences and Engineering,2021,7,False
United Kingdom,Security,2021,7,False
United Kingdom,Energy Management,2022,2,False
Greece,Telecommunications,2021,2,False
Japan,Industry and Manufacturing,2018,244,False
South Korea,Energy Management,2014,30,True
South Korea,Transportation,2016,112,True
South Korea,Transportation,2021,244,False
South Korea,Transportation,2023,3,False
South Korea,All,2023,473,False
United States,Security,2014,129,True
United States,Telecommunications,2023,35,False
United States,Transportation,2018,1481,False
United States,Personal Devices and Computing,2021,2774,False
United States,Banking and Finance,2023,4,False
China (mainland),Industry and Manufacturing,2019,1261,False
China (mainland),All,2020,39295,False
China (mainland),Transportation,2018,858,False
Lithuania,Business,2020,0,False
Lithuania,Telecommunications,2017,0,True
Lithuania,Physical Sciences and Engineering,2017,0,True
Ukraine,Energy Management,2017,0,True
Ukraine,Personal Devices and Computing,2014,0,True
Serbia,Industry and Manufacturing,2018,1,False
Serbia,Business,2015,1,True
Switzerland,Telecommunications,2016,0,True
Romania,All,2019,1,False
Romania,Business,2019,0,False
Romania,Security,2018,0,False
Philippines,Life Sciences,2017,0,True
Philippines,Industry and Manufacturing,2015,0,True
Bulgaria,Business,2017,0,True
Bulgaria,Banking and Finance,2022,0,False
Chile,All,2015,2,True
Croatia,Life Sciences,2018,0,False
Croatia,Banking and Finance,2018,0,False
Hong Kong,Business,2018,2,False
Luxembourg,Telecommunications,2023,4,False
Luxembourg,Banking and Finance,2021,0,False
Belgium,Physical Sciences and Engineering,2018,1,False
Belgium,Banking and Finance,2020,0,False
Czechia,Personal Devices and Computing,2017,0,True
Czechia,Industry and Manufacturing,2018,0,False
Uruguay,Security,2017,0,True
Iran,Energy Management,2018,0,False
Cuba,Security,2020,0,False
Latvia,Life Sciences,2020,0,False
Jordan,All,2021,2,False
Saudi Arabia,All,2021,1,False
Estonia,Personal Devices and Computing,2022,0,False
Morocco,Telecommunications,2016,0,True
Morocco,Life Sciences,2014,1,True
Brazil,Energy Management,2018,1,False
Brazil,Telecommunications,2019,32,False
Hungary,Banking and Finance,2019,0,False
India,Security,2021,0,False
Italy,All,2019,34,False
Italy,Physical Sciences and Engineering,2016,1,True
Italy,Transportation,2021,0,False
Mexico,Banking and Finance,2020,2,False
Malaysia,Personal Devices and Computing,2015,2,True
Malaysia,Life Sciences,2017,3,True
Russia,Physical Sciences and Engineering,2019,8,False
Russia,Business,2017,19,True
Russia,Transportation,2015,17,True
Singapore,Life Sciences,2021,0,False
Singapore,Physical Sciences and Engineering,2021,0,False
Canada,Physical Sciences and Engineering,2022,1,False
Canada,Industry and Manufacturing,2021,12,False
Canada,Banking and Finance,2016,14,True
Canada,Energy Management,2015,11,True
Denmark,Energy Management,2016,1,True
Denmark,Energy Management,2018,1,False
Denmark,Security,2018,2,False
Denmark,Transportation,2022,0,False
Finland,Business,2016,0,True
Israel,Industry and Manufacturing,2017,3,True
Israel,Personal Devices and Computing,2015,7,True
Israel,Security,2021,1,False
Israel,Security,2022,0,False
Israel,Physical Sciences and Engineering,2017,0,True
Poland,Security,2017,0,True
Portugal,Industry and Manufacturing,2017,1,True
Portugal,Business,2016,0,True
Sweden,Business,2021,1,False
Australia,Banking and Finance,2016,8,True
Australia,Business,2023,0,False
Germany,Industry and Manufacturing,2023,0,False
Germany,Physical Sciences and Engineering,2017,13,True
Germany,Physical Sciences and Engineering,2018,12,False
Germany,Physical Sciences and Engineering,2020,12,False
